order_id,customer_id,order_date,store_location,category,item,quantity,unit_price,payment_method,satisfaction_rating,total_amount,month,day_of_week,age,gender,loyalty_member,signup_date,age_group
ORD12357,C1333,2025-01-01,University Ave,Espresso Drinks,Flat White,1,4.55,Card,3.0,4.55,January,Wednesday,61,Male,False,2024-10-04,55+
ORD12358,C1488,2025-03-02,Downtown,Food,Breakfast Sandwich,1,6.86,Mobile Pay,3.0,6.86,March,Sunday,57,Male,True,2024-07-29,55+
ORD12359,C1016,2025-08-06,Riverside,Food,Avocado Toast,1,8.34,Gift Card,,8.34,August,Wednesday,44,Male,False,2025-01-13,35-44
ORD12360,C1020,2025-04-20,University Ave,Espresso Drinks,Americano,3,4.26,Card,2.0,12.78,April,Sunday,44,Male,True,2024-03-05,35-44
ORD12361,C1383,2025-05-09,Downtown,Tea,Green Tea,2,3.42,Card,,6.84,May,Friday,30,Female,False,2025-05-26,25-34
ORD12362,C1644,2025-10-21,Downtown,Brewed Coffee,Cold Brew,2,3.4,Cash,,6.8,October,Tuesday,58,Male,True,2024-03-05,55+
ORD12363,C1544,2025-02-15,University Ave,Pastries,Scone,2,3.27,Mobile Pay,3.0,6.54,February,Saturday,61,Female,False,2024-12-28,55+
ORD12364,C1415,2025-05-25,University Ave,Pastries,Muffin,1,2.94,Mobile Pay,,2.94,May,Sunday,53,Male,False,2025-04-04,45-54
ORD12365,C1287,2025-03-09,Downtown,Espresso Drinks,Americano,1,4.24,Mobile Pay,,4.24,March,Sunday,47,Male,True,2025-09-19,45-54
ORD12366,C1619,2025-06-25,University Ave,Brewed Coffee,Pour Over,3,2.94,Mobile Pay,,8.82,June,Wednesday,25,Non-binary,False,2025-11-27,25-34
ORD12367,C1151,2025-05-01,Downtown,Pastries,Croissant,2,2.96,Cash,,5.92,May,Thursday,32,Male,True,2025-06-03,25-34
ORD12368,C1419,2025-01-17,Riverside,Pastries,Scone,2,4.35,Mobile Pay,,8.7,January,Friday,44,Male,True,2025-12-24,35-44
ORD12369,C1101,2025-01-26,Downtown,Espresso Drinks,Flat White,1,4.09,Cash,4.0,4.09,January,Sunday,28,Female,True,2025-09-19,25-34
ORD12370,C1130,2025-11-07,Riverside,Espresso Drinks,Americano,2,5.17,Card,,10.34,November,Friday,47,Non-binary,True,2024-04-26,45-54
ORD12371,C1011,2025-01-21,University Ave,Food,Avocado Toast,2,7.57,Mobile Pay,3.0,15.14,January,Tuesday,68,Non-binary,False,2024-08-04,55+
ORD12372,C1036,2025-10-12,Downtown,Tea,Green Tea,1,3.76,Card,4.0,3.76,October,Sunday,62,Female,False,2025-03-22,55+
ORD12373,C1003,2025-11-30,University Ave,Pastries,Cinnamon Roll,3,3.1,Mobile Pay,3.0,9.3,November,Sunday,40,Female,True,2024-06-16,35-44
ORD12374,C1457,2025-06-19,Riverside,Pastries,Cinnamon Roll,1,4.32,Card,3.0,4.32,June,Thursday,50,Not specified,True,2024-04-06,45-54
ORD12375,C1101,2025-04-24,Downtown,Brewed Coffee,Pour Over,1,3.85,Mobile Pay,,3.85,April,Thursday,28,Female,True,2025-09-19,25-34
ORD12376,C1172,2025-10-10,Riverside,Brewed Coffee,Drip Coffee,1,3.61,Cash,2.0,3.61,October,Friday,58,Female,True,2025-09-27,55+
ORD12377,C1602,2025-12-24,Downtown,Pastries,Croissant,2,3.68,Card,,7.36,December,Wednesday,56,Male,True,2025-11-10,55+
ORD12378,C1620,2025-02-13,University Ave,Espresso Drinks,Cappuccino,1,5.33,Mobile Pay,,5.33,February,Thursday,40,Male,False,2025-04-17,35-44
ORD12379,C1438,2025-12-18,Downtown,Pastries,Muffin,3,2.54,Card,,7.62,December,Thursday,22,Male,False,2024-10-02,18-24
ORD12380,C1559,2025-12-10,Downtown,Brewed Coffee,Drip Coffee,2,3.75,Mobile Pay,,7.5,December,Wednesday,62,Female,True,2024-02-26,55+
ORD12381,C1464,2025-02-21,University Ave,Espresso Drinks,Flat White,1,4.25,Card,,4.25,February,Friday,18,Female,False,2025-08-17,18-24
ORD12382,C1280,2025-01-20,Riverside,Espresso Drinks,Espresso Shot,2,4.48,Card,,8.96,January,Monday,32,Male,True,2024-12-20,25-34
ORD12383,C1149,2025-09-18,University Ave,Pastries,Muffin,2,3.19,Gift Card,,6.38,September,Thursday,21,Female,False,2025-02-25,18-24
ORD12384,C1247,2025-01-29,Riverside,Espresso Drinks,Latte,1,4.47,Card,2.0,4.47,January,Wednesday,39,Male,True,2025-11-23,35-44
ORD12385,C1445,2025-08-07,Riverside,Espresso Drinks,Americano,1,4.82,Gift Card,,4.82,August,Thursday,52,Male,True,2025-11-05,45-54
ORD12386,C1197,2025-01-24,Riverside,Tea,Herbal Tea,2,4.33,Card,5.0,8.66,January,Friday,24,Male,False,2025-11-25,18-24
ORD12387,C1220,2025-09-09,Downtown,Brewed Coffee,Drip Coffee,1,3.85,Card,5.0,3.85,September,Tuesday,24,Female,False,2025-02-15,18-24
ORD12388,C1260,2025-03-26,University Ave,Espresso Drinks,Latte,2,4.9,Card,5.0,9.8,March,Wednesday,59,Not specified,False,2024-07-10,55+
ORD12389,C1560,2025-02-05,Riverside,Espresso Drinks,Cappuccino,1,4.82,Card,,4.82,February,Wednesday,45,Male,False,2024-10-21,45-54
ORD12390,C1438,2025-01-25,Downtown,Espresso Drinks,Flat White,2,3.8,Card,4.0,7.6,January,Saturday,22,Male,False,2024-10-02,18-24
ORD12391,C1000,2025-03-10,Riverside,Espresso Drinks,Latte,1,4.14,Card,3.0,4.14,March,Monday,22,Female,True,2025-01-23,18-24
ORD12392,C1641,2025-07-16,Riverside,Tea,Chai Latte,1,3.95,Card,,3.95,July,Wednesday,65,Female,False,2024-05-10,55+
ORD12393,C1447,2025-01-28,Riverside,Tea,Chai Latte,2,4.57,Cash,4.0,9.14,January,Tuesday,67,Male,False,2024-07-21,55+
ORD12394,C1050,2025-10-20,Riverside,Food,Bagel,1,5.96,Card,5.0,5.96,October,Monday,43,Male,True,2025-01-01,35-44
ORD12395,C1079,2025-08-08,University Ave,Food,Avocado Toast,3,8.09,Card,4.0,24.27,August,Friday,52,Female,False,2024-09-27,45-54
ORD12396,C1204,2025-04-19,Downtown,Espresso Drinks,Americano,1,4.81,Mobile Pay,,4.81,April,Saturday,41,Male,True,2025-06-13,35-44
ORD12397,C1486,2025-12-26,University Ave,Brewed Coffee,Pour Over,3,4.09,Mobile Pay,,12.27,December,Friday,43,Female,False,2024-08-11,35-44
ORD12398,C1319,2025-08-28,Downtown,Pastries,Croissant,2,3.57,Card,5.0,7.14,August,Thursday,57,Female,True,2025-12-06,55+
ORD12399,C1081,2025-09-02,Downtown,Brewed Coffee,Pour Over,1,2.79,Card,5.0,2.79,September,Tuesday,40,Female,True,2025-03-13,35-44
ORD12400,C1428,2025-03-05,Downtown,Brewed Coffee,Pour Over,1,3.49,Card,3.0,3.49,March,Wednesday,19,Female,False,2025-03-14,18-24
ORD12401,C1190,2025-09-16,University Ave,Espresso Drinks,Espresso Shot,1,3.8,Card,5.0,3.8,September,Tuesday,53,Female,True,2025-06-12,45-54
ORD12402,C1246,2025-07-23,Downtown,Food,Bagel,1,6.93,Gift Card,,6.93,July,Wednesday,57,Female,True,2025-01-09,55+
ORD12403,C1464,2025-12-25,Downtown,Pastries,Cinnamon Roll,2,3.65,Mobile Pay,,7.3,December,Thursday,18,Female,False,2025-08-17,18-24
ORD12404,C1402,2025-06-23,Riverside,Brewed Coffee,Pour Over,1,3.25,Mobile Pay,4.0,3.25,June,Monday,34,Female,True,2025-01-14,25-34
ORD12405,C1012,2025-09-04,Riverside,Brewed Coffee,Cold Brew,2,3.43,Mobile Pay,5.0,6.86,September,Thursday,56,Male,True,2025-12-07,55+
ORD12406,C1241,2025-05-05,University Ave,Food,Breakfast Sandwich,2,7.85,Gift Card,,15.7,May,Monday,48,Female,False,2024-08-22,45-54
ORD12407,C1364,2025-01-15,Riverside,Brewed Coffee,Pour Over,1,4.14,Card,5.0,4.14,January,Wednesday,24,Male,True,2025-01-02,18-24
ORD12408,C1534,2025-02-16,Downtown,Brewed Coffee,Pour Over,1,3.47,Card,,3.47,February,Sunday,48,Female,True,2025-03-12,45-54
ORD12409,C1518,2025-11-12,University Ave,Pastries,Scone,2,3.57,Mobile Pay,2.0,7.14,November,Wednesday,42,Male,False,2024-02-02,35-44
ORD12410,C1431,2025-09-26,Riverside,Brewed Coffee,Cold Brew,3,4.07,Card,,12.21,September,Friday,56,Female,False,2024-02-08,55+
ORD12411,C1453,2025-05-13,Downtown,Espresso Drinks,Latte,1,4.77,Mobile Pay,,4.77,May,Tuesday,19,Male,False,2025-09-17,18-24
ORD12412,C1346,2025-09-12,Downtown,Food,Bagel,2,8.25,Cash,,16.5,September,Friday,69,Female,False,2024-12-28,55+
ORD12413,C1465,2025-01-02,Downtown,Espresso Drinks,Flat White,2,4.76,Card,5.0,9.52,January,Thursday,68,Female,True,2025-01-22,55+
ORD12414,C1199,2025-01-14,Riverside,Pastries,Scone,2,3.92,Card,4.0,7.84,January,Tuesday,68,Male,False,2024-11-02,55+
ORD12415,C1039,2025-07-04,Downtown,Espresso Drinks,Americano,1,5.28,Mobile Pay,2.0,5.28,July,Friday,43,Female,False,2024-07-02,35-44
ORD12416,C1237,2025-08-16,Riverside,Espresso Drinks,Flat White,3,5.38,Card,,16.14,August,Saturday,40,Male,True,2025-08-18,35-44
ORD12417,C1127,2025-12-08,Riverside,Tea,Green Tea,1,3.66,Cash,,3.66,December,Monday,57,Female,True,2025-10-10,55+
ORD12418,C1036,2025-10-04,Riverside,Pastries,Croissant,1,4.28,Mobile Pay,,4.28,October,Saturday,62,Female,False,2025-03-22,55+
ORD12419,C1489,2025-04-04,Riverside,Food,Breakfast Sandwich,1,8.11,Card,4.0,8.11,April,Friday,49,Female,False,2024-12-19,45-54
ORD12420,C1603,2025-10-24,University Ave,Food,Bagel,1,6.15,Mobile Pay,,6.15,October,Friday,24,Female,False,2024-06-24,18-24
ORD12421,C1624,2025-06-28,University Ave,Espresso Drinks,Latte,1,4.22,Cash,,4.22,June,Saturday,49,Female,True,2024-07-16,45-54
ORD12422,C1224,2025-10-28,Riverside,Espresso Drinks,Espresso Shot,1,5.43,Card,,5.43,October,Tuesday,55,Male,False,2024-08-30,55+
ORD12423,C1036,2025-03-05,University Ave,Brewed Coffee,Pour Over,2,2.89,Mobile Pay,,5.78,March,Wednesday,62,Female,False,2025-03-22,55+
ORD12424,C1483,2025-01-10,Downtown,Pastries,Croissant,1,3.69,Card,,3.69,January,Friday,59,Female,False,2024-07-15,55+
ORD12425,C1335,2025-01-22,Riverside,Food,Avocado Toast,1,5.86,Mobile Pay,5.0,5.86,January,Wednesday,60,Female,False,2024-10-01,55+
ORD12426,C1488,2025-12-27,Downtown,Food,Bagel,2,6.95,Gift Card,,13.9,December,Saturday,57,Male,True,2024-07-29,55+
ORD12427,C1240,2025-01-30,University Ave,Brewed Coffee,Cold Brew,1,3.88,Mobile Pay,3.0,3.88,January,Thursday,25,Male,True,2025-10-23,25-34
ORD12428,C1623,2025-12-08,University Ave,Espresso Drinks,Espresso Shot,2,4.12,Mobile Pay,,8.24,December,Monday,39,Female,False,2024-09-15,35-44
ORD12429,C1072,2025-09-22,Downtown,Pastries,Croissant,2,3.84,Card,,7.68,September,Monday,42,Female,True,2024-05-19,35-44
ORD12430,C1544,2025-02-23,Riverside,Espresso Drinks,Flat White,1,5.19,Card,4.0,5.19,February,Sunday,61,Female,False,2024-12-28,55+
ORD12431,C1305,2025-11-11,Riverside,Espresso Drinks,Latte,2,4.16,Card,,8.32,November,Tuesday,25,Female,False,2024-10-30,25-34
ORD12432,C1127,2025-02-22,Riverside,Brewed Coffee,Pour Over,1,4.08,Mobile Pay,,4.08,February,Saturday,57,Female,True,2025-10-10,55+
ORD12433,C1251,2025-02-22,Riverside,Espresso Drinks,Espresso Shot,2,5.06,Cash,4.0,10.12,February,Saturday,43,Female,True,2025-12-02,35-44
ORD12434,C1225,2025-07-29,University Ave,Food,Breakfast Sandwich,1,5.78,Mobile Pay,5.0,5.78,July,Tuesday,33,Female,False,2025-01-12,25-34
ORD12435,C1629,2025-04-15,Riverside,Brewed Coffee,Pour Over,2,3.44,Cash,,6.88,April,Tuesday,37,Female,False,2024-05-05,35-44
ORD12436,C1230,2025-04-16,Riverside,Food,Avocado Toast,2,6.13,Card,,12.26,April,Wednesday,42,Female,True,2025-11-01,35-44
ORD12437,C1274,2025-03-12,Riverside,Tea,Herbal Tea,2,4.58,Card,5.0,9.16,March,Wednesday,39,Female,True,2025-07-11,35-44
ORD12438,C1193,2025-08-10,Downtown,Espresso Drinks,Flat White,2,5.21,Mobile Pay,,10.42,August,Sunday,36,Male,True,2025-12-06,35-44
ORD12439,C1212,2025-01-10,Downtown,Tea,Chai Latte,3,3.81,Gift Card,,11.43,January,Friday,59,Male,False,2025-10-08,55+
ORD12440,C1571,2025-03-31,Downtown,Tea,Green Tea,2,4.26,Mobile Pay,4.0,8.52,March,Monday,39,Female,True,2024-12-09,35-44
ORD12441,C1017,2025-07-21,Downtown,Food,Bagel,2,6.83,Mobile Pay,5.0,13.66,July,Monday,24,Female,False,2024-05-08,18-24
ORD12442,C1116,2025-06-27,Downtown,Espresso Drinks,Americano,1,4.21,Mobile Pay,,4.21,June,Friday,19,Male,True,2024-10-29,18-24
ORD12443,C1608,2025-09-12,University Ave,Brewed Coffee,Pour Over,1,3.33,Mobile Pay,,3.33,September,Friday,43,Male,False,2024-12-18,35-44
ORD12444,C1082,2025-03-20,Downtown,Brewed Coffee,Cold Brew,2,4.23,Cash,,8.46,March,Thursday,26,Male,True,2024-03-26,25-34
ORD12445,C1019,2025-08-24,University Ave,Food,Bagel,2,7.18,Card,3.0,14.36,August,Sunday,41,Male,True,2025-09-30,35-44
ORD12446,C1486,2025-10-04,University Ave,Espresso Drinks,Flat White,2,3.83,Card,4.0,7.66,October,Saturday,43,Female,False,2024-08-11,35-44
ORD12447,C1289,2025-05-22,Downtown,Espresso Drinks,Flat White,1,4.92,Card,3.0,4.92,May,Thursday,42,Female,True,2025-01-10,35-44
ORD12448,C1375,2025-04-04,University Ave,Tea,Herbal Tea,2,4.63,Card,,9.26,April,Friday,22,Non-binary,True,2025-11-23,18-24
ORD12449,C1300,2025-07-22,University Ave,Brewed Coffee,Cold Brew,3,3.98,Card,5.0,11.94,July,Tuesday,36,Male,False,2025-10-27,35-44
ORD12450,C1390,2025-07-30,Downtown,Brewed Coffee,Pour Over,1,2.91,Card,4.0,2.91,July,Wednesday,56,Male,True,2024-08-24,55+
ORD12451,C1346,2025-02-04,University Ave,Espresso Drinks,Cappuccino,1,4.42,Mobile Pay,4.0,4.42,February,Tuesday,69,Female,False,2024-12-28,55+
ORD12452,C1527,2025-07-25,University Ave,Espresso Drinks,Latte,2,4.42,Card,,8.84,July,Friday,25,Male,True,2025-08-19,25-34
ORD12453,C1044,2025-02-26,Downtown,Brewed Coffee,Drip Coffee,1,3.19,Mobile Pay,,3.19,February,Wednesday,21,Not specified,False,2025-10-29,18-24
ORD12454,C1433,2025-07-27,Downtown,Espresso Drinks,Cappuccino,1,4.01,Gift Card,,4.01,July,Sunday,24,Female,False,2024-12-07,18-24
ORD12455,C1502,2025-12-06,Downtown,Brewed Coffee,Pour Over,1,2.78,Mobile Pay,4.0,2.78,December,Saturday,68,Female,True,2025-03-05,55+
ORD12456,C1085,2025-07-15,University Ave,Espresso Drinks,Cappuccino,1,5.05,Card,,5.05,July,Tuesday,54,Female,False,2024-09-18,45-54
ORD12457,C1021,2025-10-05,University Ave,Espresso Drinks,Cappuccino,2,4.33,Card,,8.66,October,Sunday,37,Female,False,2024-10-27,35-44
ORD12458,C1044,2025-04-23,Riverside,Pastries,Muffin,1,4.31,Gift Card,,4.31,April,Wednesday,21,Not specified,False,2025-10-29,18-24
ORD12459,C1251,2025-12-02,Riverside,Espresso Drinks,Flat White,1,4.88,Cash,4.0,4.88,December,Tuesday,43,Female,True,2025-12-02,35-44
ORD12460,C1572,2025-10-23,Riverside,Brewed Coffee,Drip Coffee,1,3.98,Mobile Pay,3.0,3.98,October,Thursday,32,Not specified,False,2024-02-27,25-34
ORD12461,C1511,2025-11-30,Riverside,Food,Bagel,2,8.31,Gift Card,4.0,16.62,November,Sunday,56,Female,False,2025-01-16,55+
ORD12462,C1052,2025-09-27,Downtown,Pastries,Scone,1,3.47,Mobile Pay,3.0,3.47,September,Saturday,36,Female,True,2025-09-05,35-44
ORD12463,C1225,2025-08-25,University Ave,Pastries,Scone,2,4.06,Mobile Pay,,8.12,August,Monday,33,Female,False,2025-01-12,25-34
ORD12464,C1197,2025-07-11,Downtown,Espresso Drinks,Flat White,1,5.26,Card,,5.26,July,Friday,24,Male,False,2025-11-25,18-24
ORD12465,C1117,2025-12-04,University Ave,Brewed Coffee,Drip Coffee,2,3.82,Mobile Pay,,7.64,December,Thursday,25,Male,True,2025-01-30,25-34
ORD12466,C1423,2025-11-05,Downtown,Brewed Coffee,Drip Coffee,2,3.25,Mobile Pay,3.0,6.5,November,Wednesday,48,Male,False,2024-12-29,45-54
ORD12467,C1136,2025-06-01,University Ave,Brewed Coffee,Drip Coffee,1,3.41,Mobile Pay,2.0,3.41,June,Sunday,49,Female,False,2025-12-09,45-54
ORD12468,C1606,2025-02-01,Downtown,Pastries,Cinnamon Roll,2,2.53,Card,,5.06,February,Saturday,34,Female,False,2025-07-29,25-34
ORD12469,C1471,2025-01-02,Downtown,Pastries,Muffin,1,4.08,Card,,4.08,January,Thursday,59,Male,True,2025-11-03,55+
ORD12470,C1598,2025-03-26,Downtown,Espresso Drinks,Cappuccino,3,4.57,Card,,13.71,March,Wednesday,50,Female,False,2025-05-18,45-54
ORD12471,C1334,2025-01-23,University Ave,Food,Avocado Toast,1,6.32,Cash,1.0,6.32,January,Thursday,41,Not specified,True,2024-11-15,35-44
ORD12472,C1624,2025-03-18,University Ave,Espresso Drinks,Americano,1,5.05,Card,,5.05,March,Tuesday,49,Female,True,2024-07-16,45-54
ORD12473,C1279,2025-02-09,Downtown,Tea,Herbal Tea,1,3.99,Card,5.0,3.99,February,Sunday,22,Male,False,2024-11-22,18-24
ORD12474,C1059,2025-12-24,University Ave,Pastries,Scone,2,3.92,Mobile Pay,3.0,7.84,December,Wednesday,53,Female,False,2025-02-08,45-54
ORD12475,C1571,2025-02-04,Downtown,Espresso Drinks,Espresso Shot,2,5.0,Card,,10.0,February,Tuesday,39,Female,True,2024-12-09,35-44
ORD12476,C1278,2025-08-17,Riverside,Pastries,Cinnamon Roll,1,2.62,Card,,2.62,August,Sunday,21,Not specified,False,2025-03-14,18-24
ORD12477,C1327,2025-05-09,Riverside,Tea,Herbal Tea,1,4.03,Mobile Pay,,4.03,May,Friday,19,Female,True,2024-11-26,18-24
ORD12478,C1626,2025-03-05,Riverside,Espresso Drinks,Cappuccino,3,4.69,Cash,3.0,14.07,March,Wednesday,35,Female,True,2024-09-28,35-44
ORD12479,C1098,2025-09-13,University Ave,Brewed Coffee,Cold Brew,2,3.99,Gift Card,,7.98,September,Saturday,51,Male,False,2025-05-26,45-54
ORD12480,C1394,2025-12-20,Downtown,Brewed Coffee,Drip Coffee,2,3.31,Mobile Pay,4.0,6.62,December,Saturday,55,Male,True,2024-08-22,55+
ORD12481,C1009,2025-10-15,Riverside,Espresso Drinks,Espresso Shot,3,5.53,Cash,5.0,16.59,October,Wednesday,22,Non-binary,True,2025-06-13,18-24
ORD12482,C1004,2025-12-21,Riverside,Espresso Drinks,Flat White,1,4.05,Card,4.0,4.05,December,Sunday,40,Male,False,2024-12-09,35-44
ORD12483,C1023,2025-08-03,University Ave,Espresso Drinks,Latte,1,4.71,Cash,,4.71,August,Sunday,66,Male,False,2025-10-26,55+
ORD12484,C1519,2025-09-03,Riverside,Espresso Drinks,Espresso Shot,1,4.2,Card,,4.2,September,Wednesday,48,Male,True,2024-03-29,45-54
ORD12485,C1585,2025-02-23,Downtown,Food,Bagel,3,5.71,Card,,17.13,February,Sunday,66,Female,True,2025-05-03,55+
ORD12486,C1164,2025-11-07,Riverside,Pastries,Muffin,1,4.04,Card,,4.04,November,Friday,39,Male,True,2024-07-05,35-44
ORD12487,C1449,2025-09-30,Downtown,Pastries,Muffin,2,3.85,Cash,4.0,7.7,September,Tuesday,32,Female,True,2025-03-03,25-34
ORD12488,C1134,2025-04-03,University Ave,Espresso Drinks,Latte,3,5.73,Card,4.0,17.19,April,Thursday,59,Female,False,2025-01-31,55+
ORD12489,C1432,2025-05-10,Downtown,Espresso Drinks,Americano,1,5.38,Card,,5.38,May,Saturday,60,Male,False,2024-03-01,55+
ORD12490,C1601,2025-08-11,Riverside,Tea,Chai Latte,1,3.65,Card,5.0,3.65,August,Monday,58,Female,True,2025-03-18,55+
ORD12491,C1065,2025-01-05,Downtown,Brewed Coffee,Drip Coffee,1,3.48,Card,5.0,3.48,January,Sunday,34,Male,True,2024-06-20,25-34
ORD12492,C1578,2025-10-25,Riverside,Espresso Drinks,Cappuccino,1,4.09,Card,,4.09,October,Saturday,64,Male,False,2025-09-15,55+
ORD12493,C1063,2025-04-13,Riverside,Espresso Drinks,Cappuccino,1,3.77,Card,,3.77,April,Sunday,68,Female,False,2024-07-15,55+
ORD12494,C1346,2025-01-28,Riverside,Brewed Coffee,Drip Coffee,1,2.83,Cash,,2.83,January,Tuesday,69,Female,False,2024-12-28,55+
ORD12495,C1643,2025-05-01,Riverside,Espresso Drinks,Flat White,1,4.27,Gift Card,,4.27,May,Thursday,43,Female,True,2025-12-28,35-44
ORD12496,C1103,2025-11-01,Riverside,Pastries,Scone,3,3.59,Mobile Pay,2.0,10.77,November,Saturday,18,Female,False,2024-03-16,18-24
ORD12497,C1598,2025-04-10,Downtown,Brewed Coffee,Pour Over,3,3.93,Mobile Pay,4.0,11.79,April,Thursday,50,Female,False,2025-05-18,45-54
ORD12498,C1545,2025-07-16,University Ave,Pastries,Croissant,2,2.71,Gift Card,3.0,5.42,July,Wednesday,20,Male,True,2024-10-14,18-24
ORD12499,C1226,2025-10-23,University Ave,Brewed Coffee,Cold Brew,2,3.14,Card,4.0,6.28,October,Thursday,60,Female,True,2024-12-19,55+
ORD12500,C1180,2025-01-13,Downtown,Espresso Drinks,Americano,2,4.27,Cash,1.0,8.54,January,Monday,66,Female,False,2025-07-12,55+
ORD12501,C1293,2025-10-04,University Ave,Brewed Coffee,Pour Over,1,3.13,Card,,3.13,October,Saturday,35,Female,True,2025-02-03,35-44
ORD12502,C1496,2025-04-16,Downtown,Food,Avocado Toast,2,6.68,Card,3.0,13.36,April,Wednesday,24,Male,False,2024-12-25,18-24
ORD12503,C1363,2025-09-11,University Ave,Espresso Drinks,Latte,2,5.17,Card,,10.34,September,Thursday,64,Female,False,2025-05-25,55+
ORD12504,C1411,2025-03-10,University Ave,Brewed Coffee,Cold Brew,2,3.42,Card,,6.84,March,Monday,29,Female,False,2024-09-06,25-34
ORD12505,C1614,2025-02-20,Riverside,Tea,Green Tea,2,4.4,Card,5.0,8.8,February,Thursday,53,Female,False,2025-07-18,45-54
ORD12506,C1142,2025-10-14,Downtown,Espresso Drinks,Espresso Shot,1,5.59,Mobile Pay,,5.59,October,Tuesday,32,Female,True,2024-08-13,25-34
ORD12507,C1461,2025-10-22,Downtown,Pastries,Croissant,1,3.0,Gift Card,3.0,3.0,October,Wednesday,25,Female,False,2025-07-22,25-34
ORD12508,C1385,2025-12-24,Downtown,Espresso Drinks,Espresso Shot,1,5.02,Card,4.0,5.02,December,Wednesday,24,Female,False,2024-07-30,18-24
ORD12509,C1584,2025-09-04,Downtown,Brewed Coffee,Drip Coffee,1,3.94,Cash,4.0,3.94,September,Thursday,39,Female,True,2024-10-12,35-44
ORD12510,C1141,2025-06-19,University Ave,Brewed Coffee,Pour Over,2,4.01,Card,,8.02,June,Thursday,29,Female,True,2025-02-16,25-34
ORD12511,C1268,2025-03-12,Riverside,Tea,Herbal Tea,2,3.61,Mobile Pay,4.0,7.22,March,Wednesday,49,Male,True,2025-07-06,45-54
ORD12512,C1487,2025-04-18,Downtown,Pastries,Cinnamon Roll,1,3.26,Card,,3.26,April,Friday,45,Male,False,2025-04-19,45-54
ORD12513,C1388,2025-08-24,Downtown,Espresso Drinks,Latte,2,4.04,Card,,8.08,August,Sunday,64,Male,False,2025-03-01,55+
ORD12514,C1387,2025-05-06,Downtown,Brewed Coffee,Drip Coffee,2,3.09,Mobile Pay,3.0,6.18,May,Tuesday,61,Male,True,2025-12-21,55+
ORD12515,C1418,2025-06-25,Downtown,Food,Breakfast Sandwich,1,7.72,Card,3.0,7.72,June,Wednesday,33,Male,True,2025-05-12,25-34
ORD12516,C1069,2025-03-03,Riverside,Brewed Coffee,Cold Brew,1,3.01,Card,4.0,3.01,March,Monday,42,Female,False,2024-11-07,35-44
ORD12517,C1329,2025-06-09,Downtown,Brewed Coffee,Cold Brew,1,2.94,Card,3.0,2.94,June,Monday,46,Female,True,2024-11-30,45-54
ORD12518,C1016,2025-03-28,Downtown,Espresso Drinks,Latte,1,3.76,Card,4.0,3.76,March,Friday,44,Male,False,2025-01-13,35-44
ORD12519,C1358,2025-02-10,University Ave,Tea,Chai Latte,2,3.93,Card,2.0,7.86,February,Monday,22,Female,False,2024-08-05,18-24
ORD12520,C1257,2025-02-18,Downtown,Brewed Coffee,Pour Over,2,3.23,Gift Card,,6.46,February,Tuesday,23,Male,True,2025-09-01,18-24
ORD12521,C1403,2025-07-08,Downtown,Espresso Drinks,Americano,1,5.0,Mobile Pay,3.0,5.0,July,Tuesday,68,Male,True,2024-03-01,55+
ORD12522,C1247,2025-05-14,Riverside,Food,Bagel,3,5.79,Mobile Pay,,17.37,May,Wednesday,39,Male,True,2025-11-23,35-44
ORD12523,C1618,2025-02-06,Riverside,Pastries,Croissant,1,2.72,Card,4.0,2.72,February,Thursday,21,Male,False,2024-03-04,18-24
ORD12524,C1354,2025-07-07,Downtown,Espresso Drinks,Latte,2,5.55,Card,5.0,11.1,July,Monday,68,Non-binary,False,2025-10-03,55+
ORD12525,C1479,2025-03-01,University Ave,Espresso Drinks,Cappuccino,1,5.11,Card,,5.11,March,Saturday,23,Female,False,2024-10-03,18-24
ORD12526,C1649,2025-01-06,Downtown,Pastries,Scone,1,3.52,Card,4.0,3.52,January,Monday,62,Non-binary,True,2025-12-11,55+
ORD12527,C1170,2025-02-18,Downtown,Brewed Coffee,Drip Coffee,3,3.16,Card,,9.48,February,Tuesday,23,Non-binary,True,2025-12-15,18-24
ORD12528,C1448,2025-06-13,Riverside,Brewed Coffee,Cold Brew,2,3.3,Mobile Pay,,6.6,June,Friday,45,Male,False,2025-12-03,45-54
ORD12529,C1385,2025-12-14,University Ave,Espresso Drinks,Americano,3,4.89,Card,5.0,14.67,December,Sunday,24,Female,False,2024-07-30,18-24
ORD12530,C1446,2025-03-29,Downtown,Espresso Drinks,Cappuccino,1,4.87,Card,,4.87,March,Saturday,34,Male,True,2024-05-26,25-34
ORD12531,C1402,2025-04-14,Downtown,Brewed Coffee,Cold Brew,2,4.12,Mobile Pay,,8.24,April,Monday,34,Female,True,2025-01-14,25-34
ORD12532,C1041,2025-03-30,Downtown,Brewed Coffee,Cold Brew,3,3.32,Card,,9.96,March,Sunday,57,Male,False,2024-06-23,55+
ORD12533,C1539,2025-05-10,University Ave,Brewed Coffee,Drip Coffee,1,3.5,Card,5.0,3.5,May,Saturday,19,Male,False,2025-12-26,18-24
ORD12534,C1434,2025-09-19,Downtown,Brewed Coffee,Drip Coffee,2,3.22,Card,,6.44,September,Friday,40,Male,False,2025-08-13,35-44
ORD12535,C1091,2025-04-28,University Ave,Espresso Drinks,Espresso Shot,1,5.51,Card,5.0,5.51,April,Monday,59,Male,True,2024-07-16,55+
