order_id,customer_id,order_date,store_location,category,item,quantity,unit_price,payment_method,satisfaction_rating
ORD13083,C1256,2025-12-20,Downtown,Pastries,Scone,1,3.33,Mobile Pay,4.0
ORD13084,C1636,2025-06-12,Riverside,Espresso Drinks,Espresso Shot,1,3.98,Card,4.0
ORD13085,C1387,2025-12-01,Riverside,Pastries,Croissant,1,3.62,Cash,5.0
ORD13086,C1215,2025-11-21, Downtown ,Espresso Drinks,Cappuccino,1,4.08,Card,
ORD13087,C1562,2025-10-02,University Ave,Brewed Coffee,Cold Brew,1,3.74,Card,
ORD13088,C1079,2025-11-30,Riverside,Pastries,Croissant,2,3.15,Mobile Pay,
ORD13089,C1063,2025-08-10,University Ave,Espresso Drinks,Flat White,2,5.28,Mobile Pay,
ORD13090,C1496,2025-11-05,Riverside,Pastries,Scone,2,3.12,Card,5.0
ORD13091,C1304,2025-03-04,University Ave,Brewed Coffee,Cold Brew,3,3.1,Card,
ORD13092,C1033,2025-01-26,Downtown,Brewed Coffee,Cold Brew,1,2.77,Mobile Pay,5.0
ORD13093,C1340,2025-07-17,University Ave,Espresso Drinks,Flat White,3,4.85,Card,
ORD13094,C1309,2025-10-22,Riverside,Espresso Drinks,Latte,1,5.52,Card,
ORD13095,C1276,2025-10-06,Downtown,Espresso Drinks,Flat White,2,4.36,Card,4.0
ORD13096,C1342,2025-07-12,Downtown,Brewed Coffee,Drip Coffee,1,3.35,Mobile Pay,3.0
ORD13097,C1366,2025-07-09,Riverside,Espresso Drinks,Espresso Shot,2,3.97,Cash,
ORD13098,C1648,2025-08-10,Downtown,Tea,Green Tea,2,3.77,Cash,
ORD13099,C1384,2025-11-13,University Ave,Espresso Drinks,Cappuccino,2,5.13,Card,4.0
ORD13100,C1487,2025-11-03,University Ave,Espresso Drinks,Latte,2,5.04,Card,
ORD13101,C1229,2025-02-09,Riverside,Pastries,Croissant,3,3.15,Cash,
ORD13102,C1326,2025-08-05,Riverside,Pastries,Cinnamon Roll,1,2.91,Mobile Pay,5.0
ORD13103,C1560,2025-05-19,Riverside,Brewed Coffee,Drip Coffee,1,3.07,Card,5.0
ORD13104,C1577,2025-10-18,Riverside,Pastries,Muffin,2,3.39,Mobile Pay,
ORD13105,C1568,2025-07-04,University Ave,Pastries,Scone,2,3.36,Card,
ORD13106,C1193,2025-12-27,Downtown,Food,Bagel,1,8.19,Card,5.0
ORD13107,C1607,2025-06-07,university ave,Tea,Green Tea,1,3.52,Mobile Pay,
ORD13108,C1460,2025-09-05,Riverside,Espresso Drinks,Cappuccino,1,3.81,Card,
ORD13109,C1215,2025-02-09,Riverside,Tea,Herbal Tea,1,4.16,Card,
ORD13110,C1525,2025-12-06,University Ave,Espresso Drinks,Flat White,1,5.26,Cash,
ORD13111,C1636,2025-02-25,Riverside,Pastries,Croissant,3,4.22,Mobile Pay,4.0
ORD13112,C1050,2025-05-18,Riverside,Brewed Coffee,Cold Brew,3,3.96,Card,4.0
ORD13113,C1390,2025-11-01,Riverside,Espresso Drinks,Flat White,2,4.43,Card,4.0
ORD13114,C1522,2025-12-19,Downtown,Tea,Green Tea,1,4.33,Card,
ORD13115,C1313,2025-06-26,Downtown,Pastries,Muffin,2,3.2,Card,5.0
ORD13116,C1122,2025-06-26,Riverside,Espresso Drinks,Latte,3,5.4,Card,4.0
ORD13117,C1561,2025-01-18,Downtown,Espresso Drinks,Espresso Shot,2,5.69,Cash,5.0
ORD13118,C1442,2025-12-23,Downtown,Brewed Coffee,Drip Coffee,3,3.14,Card,4.0
ORD13119,C1108,2025-01-07,Riverside,Espresso Drinks,Espresso Shot,2,5.35,Cash,4.0
ORD13120,C1396,2025-01-10,Downtown,Brewed Coffee,Cold Brew,2,3.88,Card,
ORD13121,C1543,2025-06-22,Riverside,Brewed Coffee,Cold Brew,2,4.03,Mobile Pay,
ORD13122,C1551,2025-01-02,Downtown,Pastries,Cinnamon Roll,1,4.21,Card,5.0
ORD13123,C1072,2025-03-01,Downtown,Pastries,Cinnamon Roll,2,4.42,Mobile Pay,
ORD13124,C1595,2025-08-17,Downtown,Espresso Drinks,Flat White,1,5.66,Card,3.0
ORD13125,C1109,2025-09-14,Riverside,Pastries,Muffin,2,2.66,Mobile Pay,3.0
ORD13126,C1294,2025-04-19,University Ave,Espresso Drinks,Flat White,1,5.18,Card,3.0
ORD13127,C1454,2025-10-17,Downtown,Espresso Drinks,Latte,2,3.92,Gift Card,
ORD13128,C1330,2025-08-10,Downtown,Brewed Coffee,Drip Coffee,1,3.52,Mobile Pay,
ORD13129,C1249,2025-03-25,Downtown,Brewed Coffee,Pour Over,1,4.03,Cash,
ORD13130,C1127,2025-09-17,University Ave,Espresso Drinks,Americano,1,3.9,Cash,
ORD13131,C1479,2025-08-04,University Ave,Tea,Green Tea,2,4.24,Cash,
ORD13132,C1379,2025-10-23,Downtown,Pastries,Cinnamon Roll,1,3.38,Mobile Pay,
ORD13133,C1535,2025-02-26,Downtown,Food,Avocado Toast,2,6.03,Card,4.0
ORD13134,C1251,2025-03-26,Downtown,Brewed Coffee,Drip Coffee,3,3.73,Gift Card,3.0
ORD13135,C1422,2025-04-21,Downtown,Espresso Drinks,Americano,1,4.83,Card,
ORD13136,C1627,2025-05-05,University Ave,Brewed Coffee,Drip Coffee,2,3.23,Card,5.0
ORD13137,C1518,2025-11-20,Riverside,Espresso Drinks,Espresso Shot,2,4.47,Card,
ORD13138,C1346,2025-09-24,Riverside,Espresso Drinks,Espresso Shot,3,4.32,Cash,5.0
ORD13139,C1088,2025-07-18,Downtown,Espresso Drinks,Cappuccino,2,4.98,Card,
ORD13140,C1566,2025-07-16,Downtown,Food,Breakfast Sandwich,1,7.92,Mobile Pay,5.0
ORD13141,C1359,2025-11-19,Downtown,Pastries,Muffin,1,2.86,Card,
ORD13142,C1250,2025-06-12,Riverside,Espresso Drinks,Cappuccino,1,3.75,Card,
ORD13143,C1591,2025-03-23,Downtown,Food,Avocado Toast,2,6.77,Mobile Pay,
ORD13144,C1440,2025-02-19,Riverside,Pastries,Croissant,1,3.26,Mobile Pay,3.0
ORD13145,C1323,2025-05-01, Riverside ,Espresso Drinks,Americano,2,5.31,Gift Card,2.0
ORD13146,C1588,2025-08-26,Riverside,Food,Avocado Toast,2,7.07,Cash,5.0
ORD13147,C1028,2025-06-21,Downtown,Pastries,Muffin,2,3.6,Mobile Pay,
ORD13148,C1104,2025-06-03,University Ave,Tea,Herbal Tea,3,4.19,Mobile Pay,
ORD13149,C1579,2025-06-24,Riverside,Espresso Drinks,Americano,2,5.51,Mobile Pay,
ORD13150,C1275,2025-12-21,Downtown,Espresso Drinks,Americano,2,4.51,Mobile Pay,
ORD13151,C1375,2025-12-30,Riverside,Brewed Coffee,Cold Brew,3,3.01,Card,3.0
ORD13152,C1192,2025-02-28,University Ave,Brewed Coffee,Drip Coffee,3,4.16,Card,4.0
ORD13153,C1499,2025-02-11,University Ave,Brewed Coffee,Pour Over,1,4.03,Card,5.0
ORD13154,C1188,2025-03-30,Downtown,Brewed Coffee,Pour Over,2,4.24,Card,
ORD13155,C1257,2025-11-07,Riverside,Espresso Drinks,Americano,1,4.85,Mobile Pay,
ORD13156,C1189,2025-06-17,Riverside,Brewed Coffee,Drip Coffee,1,2.81,Mobile Pay,4.0
ORD13157,C1588,2025-11-11,Downtown,Tea,Herbal Tea,2,4.7,Cash,
ORD13158,C1344,2025-08-24,University Ave,Pastries,Croissant,1,3.31,Card,
ORD13159,C1090,2025-07-21,Downtown,Tea,Herbal Tea,1,4.43,Card,
ORD13160,C1578,2025-04-13,University Ave,Pastries,Scone,1,3.23,Gift Card,
ORD13161,C1150,2025-05-06,University Ave,Pastries,Cinnamon Roll,2,2.67,Card,
ORD13162,C1073,2025-02-23,Riverside,Espresso Drinks,Flat White,1,4.18,Card,
ORD13163,C1477,2025-07-08, Downtown ,Espresso Drinks,Flat White,3,4.06,Card,5.0
ORD13164,C1398,2025-04-13,Riverside,Tea,Green Tea,1,4.21,Mobile Pay,3.0
ORD13165,C1339,2025-04-17,Downtown,Espresso Drinks,Latte,1,4.32,Mobile Pay,
ORD13166,C1623,2025-01-15,Riverside,Espresso Drinks,Latte,3,5.02,Card,2.0
ORD13167,C1245,2025-10-18,Riverside,Brewed Coffee,Cold Brew,2,2.91,Card,3.0
ORD13168,C1438,2025-12-08,Downtown,Brewed Coffee,Pour Over,1,3.24,Card,
ORD13169,C1198,2025-07-01,University Ave,Espresso Drinks,Flat White,1,5.46,Mobile Pay,
ORD13170,C1259,2025-07-15,Downtown,Espresso Drinks,Espresso Shot,2,4.77,Mobile Pay,
ORD13171,C1265,2025-12-04,Riverside,Brewed Coffee,Drip Coffee,2,3.52,Card,
ORD13172,C1116,2025-07-06,Downtown,Pastries,Scone,1,3.8,Mobile Pay,
ORD13173,C1003,2025-08-15,University Ave,Brewed Coffee,Cold Brew,2,3.84,Cash,4.0
ORD13174,C1638,2025-06-05,Downtown,Espresso Drinks,Cappuccino,2,3.78,Card,
ORD13175,C1146,2025-07-07,Downtown,Food,Bagel,2,5.71,Card,4.0
ORD13176,C1101,2025-07-09,Riverside,Espresso Drinks,Flat White,1,4.55,Mobile Pay,
ORD13177,C1206,2025-09-16,Riverside,Pastries,Muffin,2,3.78,Card,
ORD13178,C1260,2025-08-08,Riverside,Espresso Drinks,Cappuccino,2,4.96,Mobile Pay,
ORD13179,C1642,2025-07-03,University Ave,Food,Breakfast Sandwich,3,5.95,Mobile Pay,
ORD13180,C1328,2025-01-28,Riverside,Espresso Drinks,Espresso Shot,1,5.47,Mobile Pay,3.0
ORD13181,C1417,2025-11-26,Riverside,Espresso Drinks,Americano,2,5.33,Mobile Pay,4.0
ORD13182,C1505,2025-11-20,Downtown,Espresso Drinks,Cappuccino,3,4.09,Card,
ORD13183,C1222,2025-03-09,Downtown,Pastries,Croissant,2,3.44,Card,
ORD13184,C1076,2025-04-17,University Ave,Espresso Drinks,Espresso Shot,1,5.53,Mobile Pay,
ORD13185,C1258,2025-12-21,Riverside,Espresso Drinks,Americano,2,4.89,Cash,
ORD13186,C1441,2025-04-27,University Ave,Pastries,Croissant,3,3.49,Mobile Pay,3.0
ORD13187,C1517,2025-10-23,Downtown,Food,Breakfast Sandwich,2,5.8,Mobile Pay,
ORD13188,C1410,2025-10-14,University Ave,Espresso Drinks,Americano,2,4.44,Card,
ORD13189,C1574,2025-11-10,Riverside,Espresso Drinks,Flat White,1,4.78,Card,
ORD13190,C1400,2025-01-06,University Ave,Tea,Herbal Tea,1,3.8,Card,
ORD13191,C1322,2025-06-25,University Ave,Food,Bagel,2,5.69,Mobile Pay,
ORD13192,C1580,2025-07-25,Riverside,Espresso Drinks,Flat White,1,5.4,Mobile Pay,
ORD13193,C1531,2025-11-01,University Ave,Espresso Drinks,Flat White,3,3.98,Card,
ORD13194,C1537,2025-03-23,University Ave,Pastries,Cinnamon Roll,1,2.8,Cash,3.0
ORD13195,C1251,2025-04-22,Riverside,Food,Bagel,2,6.49,Card,
ORD13196,C1626,2025-03-07,Downtown,Pastries,Croissant,3,4.12,Mobile Pay,4.0
ORD13197,C1069,2025-10-05,University Ave,Pastries,Muffin,2,4.43,Card,
ORD13198,C1276,2025-12-30,riverside,Tea,Green Tea,1,4.42,Cash,4.0
ORD13199,C1616,2025-02-21,Downtown,Tea,Green Tea,1,3.78,Card,4.0
ORD13200,C1019,2025-03-26,Riverside,Food,Bagel,2,8.4,Card,
ORD13201,C1513,2025-04-22,University Ave,Food,Avocado Toast,1,8.35,Card,
ORD13202,C1099,2025-11-20,Riverside,Espresso Drinks,Flat White,0,4.98,Card,
ORD13203,C1326,2025-06-12,University Ave,Brewed Coffee,Drip Coffee,3,3.31,Cash,
ORD13204,C1320,2025-04-13,University Ave,Food,Bagel,2,5.79,Mobile Pay,
ORD13205,C1170,2025-04-28,Riverside,Espresso Drinks,Espresso Shot,3,4.12,Card,
ORD13206,C1272,2025-08-06,Riverside,Pastries,Croissant,1,3.32,Card,
ORD13207,C1493,2025-05-21,University Ave,Brewed Coffee,Drip Coffee,1,2.98,Cash,
ORD13208,C1201,2025-02-21,Downtown,Pastries,Cinnamon Roll,1,3.65,Card,4.0
ORD13209,C1454,2025-10-26,University Ave,Brewed Coffee,Pour Over,2,4.25,Card,
ORD13210,C1345,2025-06-03,Downtown,Brewed Coffee,Cold Brew,1,3.69,Card,
ORD13211,C1240,2025-04-04,Downtown,Espresso Drinks,Americano,1,3.79,Card,
ORD13212,C1523,2025-09-23,Downtown,Brewed Coffee,Drip Coffee,2,4.12,Mobile Pay,2.0
ORD13213,C1486,2025-09-29,Riverside,Brewed Coffee,Cold Brew,3,4.15,Card,
ORD13214,C1602,2025-02-26,University Ave,Espresso Drinks,Flat White,2,5.41,Card,
ORD13215,C1013,2025-01-27,Downtown,Espresso Drinks,Americano,1,5.35,Card,4.0
ORD13216,C1105,2025-01-17,Riverside,Food,Breakfast Sandwich,1,8.0,Cash,
ORD13217,C1073,2025-10-06,University Ave,Pastries,Muffin,2,4.43,Card,3.0
ORD13218,C1213,2025-08-16,Downtown,Espresso Drinks,Cappuccino,3,4.75,Card,5.0
ORD13219,C1123,2025-10-16,Downtown,Brewed Coffee,Drip Coffee,1,3.24,Cash,4.0
ORD13220,C1307,2025-08-17,Downtown,Pastries,Cinnamon Roll,3,3.14,Mobile Pay,3.0
ORD13221,C1073,2025-05-27,Downtown,Brewed Coffee,Drip Coffee,2,4.19,Mobile Pay,4.0
ORD13222,C1169,2025-08-03,Downtown,Pastries,Cinnamon Roll,1,2.9,Card,4.0
ORD13223,C1172,2025-09-20,University Ave,Pastries,Scone,2,3.77,Cash,
ORD13224,C1228,2025-05-26,Downtown,Brewed Coffee,Cold Brew,1,3.92,Card,5.0
ORD13225,C1162,2025-11-30,Downtown,Espresso Drinks,Americano,1,4.75,Card,5.0
ORD13226,C1507,2025-11-24,University Ave,Brewed Coffee,Pour Over,3,3.68,Mobile Pay,4.0
ORD13227,C1492,2025-10-19,Riverside,Espresso Drinks,Americano,2,3.98,Card,
ORD13228,C1277,2025-12-28,Downtown,Brewed Coffee,Cold Brew,1,3.38,Card,4.0
ORD13229,C1048,2025-05-23, University Ave ,Brewed Coffee,Drip Coffee,1,4.16,Cash,
ORD13230,C1139,2025-02-11,Riverside,Pastries,Croissant,3,3.4,Mobile Pay,5.0
ORD13231,C1185,2025-06-26,Downtown,Brewed Coffee,Cold Brew,2,3.27,Card,4.0
ORD13232,C1122,2025-09-29,Riverside,Espresso Drinks,Espresso Shot,1,5.43,Card,
ORD13233,C1074,2025-10-11,Riverside,Espresso Drinks,Flat White,1,5.61,Card,
ORD13234,C1539,2025-05-22,Riverside,Espresso Drinks,Espresso Shot,1,4.11,Card,5.0
ORD13235,C1397,2025-04-17,University Ave,Espresso Drinks,Latte,1,5.04,Mobile Pay,
ORD13236,C1056,2025-06-12,Downtown,Brewed Coffee,Cold Brew,2,3.5,Card,
ORD13237,C1605,2025-10-20,Riverside,Pastries,Scone,1,3.89,Mobile Pay,4.0
ORD13238,C1157,2025-01-23,Riverside,Espresso Drinks,Flat White,3,5.36,Card,
ORD13239,C1468,2025-04-30,Riverside,Food,Breakfast Sandwich,1,6.01,Card,
ORD13240,C1275,2025-03-25,Riverside,Pastries,Muffin,2,2.74,Mobile Pay,
ORD13241,C1412,2025-10-21,Downtown,Tea,Chai Latte,1,4.14,Cash,
ORD13242,C1390,2025-06-20,Downtown,Espresso Drinks,Latte,2,3.92,Cash,5.0
ORD13243,C1298,2025-02-01,Riverside,Pastries,Cinnamon Roll,1,3.15,Card,
ORD13244,C1233,2025-04-06,Downtown,Tea,Herbal Tea,1,3.92,Card,3.0
ORD13245,C1543,2025-01-17,Downtown,Pastries,Scone,2,3.11,Mobile Pay,4.0
ORD13246,C1630,2025-06-23,Downtown,Espresso Drinks,Espresso Shot,2,3.81,Mobile Pay,
ORD13247,C1043,2025-12-30,Downtown,Pastries,Cinnamon Roll,2,3.71,Mobile Pay,
ORD13248,C1529,2025-07-26,Riverside,Pastries,Scone,2,3.15,Cash,4.0
ORD13249,C1127,2025-11-13,riverside,Espresso Drinks,Americano,2,4.9,Card,
ORD13250,C1402,2025-09-28,University Ave,Tea,Chai Latte,2,4.45,Card,
ORD13251,C1582,2025-11-18,Riverside,Pastries,Muffin,1,3.86,Card,
ORD13252,C1518,2025-04-24, Riverside ,Espresso Drinks,Espresso Shot,1,4.15,Card,
ORD13253,C1555,2025-12-13,Downtown,Food,Breakfast Sandwich,1,6.23,Card,5.0
ORD13254,C1325,2025-03-28,University Ave,Brewed Coffee,Pour Over,1,3.29,Card,
ORD13255,C1504,2025-06-09,Riverside,Pastries,Croissant,1,3.73,Mobile Pay,3.0
ORD13256,C1033,2025-09-05,University Ave,Food,Bagel,2,5.52,Card,5.0
ORD13257,C1610,2025-04-15,Riverside,Espresso Drinks,Flat White,2,4.48,Mobile Pay,
ORD13258,C1222,2025-04-07,University Ave,Espresso Drinks,Espresso Shot,2,5.08,Cash,5.0
ORD13259,C1173,2025-02-17, Riverside ,Espresso Drinks,Flat White,1,4.13,Card,3.0
ORD13260,C1344,2025-01-02,Downtown,Espresso Drinks,Cappuccino,1,4.14,Card,4.0
ORD13261,C1154,2025-07-02,University Ave,Pastries,Muffin,1,2.67,Cash,
ORD13262,C1166,2025-12-26,downtown,Pastries,Scone,2,4.39,Card,
ORD13263,C1290,2025-03-22,Downtown,Espresso Drinks,Cappuccino,2,4.72,Mobile Pay,
ORD13264,C1569,2025-06-10,Riverside,Espresso Drinks,Espresso Shot,1,5.67,Cash,
ORD13265,C1299,2025-12-07,Downtown,Pastries,Cinnamon Roll,3,2.67,Cash,
ORD13266,C1111,2025-10-09,Downtown,Tea,Herbal Tea,1,3.33,Mobile Pay,
ORD13267,C1268,2025-01-02,riverside,Brewed Coffee,Cold Brew,1,3.8,Mobile Pay,4.0
ORD13268,C1513,2025-07-02,University Ave,Food,Breakfast Sandwich,2,7.13,Mobile Pay,4.0
ORD13269,C1553,2025-02-22,University Ave,Food,Bagel,1,6.06,Card,
ORD13270,C1212,2025-03-31,Downtown,Brewed Coffee,Drip Coffee,1,4.06,Mobile Pay,
ORD13271,C1400,2025-03-31,Riverside,Espresso Drinks,Espresso Shot,1,4.66,Cash,4.0
ORD13272,C1604,2025-08-11,University Ave,Brewed Coffee,Cold Brew,2,4.14,Mobile Pay,
ORD13273,C1138,2025-03-14,University Ave,Espresso Drinks,Latte,2,5.5,Mobile Pay,4.0
ORD13274,C1375,2025-04-02,Downtown,Espresso Drinks,Americano,1,4.81,Card,5.0
ORD13275,C1033,2025-03-24,Downtown,Espresso Drinks,Espresso Shot,3,4.69,Card,2.0
ORD13276,C1598,2025-05-10,Downtown,Espresso Drinks,Americano,1,3.78,Card,4.0
ORD13277,C1331,2025-08-27,Riverside,Brewed Coffee,Cold Brew,1,4.07,Card,
ORD13278,C1629,2025-05-26,downtown,Brewed Coffee,Drip Coffee,3,3.8,Cash,5.0
ORD13279,C1266,2025-04-30,Riverside,Tea,Herbal Tea,1,3.37,Card,
ORD13280,C1250,2025-07-08,University Ave,Pastries,Croissant,1,4.26,Card,4.0
ORD13281,C1020,2025-08-12,University Ave,Espresso Drinks,Americano,2,4.86,Card,
ORD13282,C1191,2025-01-06,Downtown,Brewed Coffee,Cold Brew,2,3.16,Mobile Pay,3.0
ORD13283,C1072,2025-11-21,Downtown,Espresso Drinks,Cappuccino,1,5.33,Cash,3.0
ORD13284,C1335,2025-11-30,Riverside,Brewed Coffee,Cold Brew,3,3.25,Gift Card,
ORD13285,C1048,2025-08-08,University Ave,Brewed Coffee,Pour Over,1,3.05,Card,
ORD13286,C1591,2025-07-29,Riverside,Food,Avocado Toast,2,7.89,Card,
ORD13287,C1288,2025-09-10,Downtown,Tea,Green Tea,2,4.41,Mobile Pay,
ORD13288,C1449,2025-06-10,Downtown,Espresso Drinks,Cappuccino,2,5.15,Card,4.0
ORD13289,C1310,2025-05-14,Downtown,Pastries,Scone,2,3.32,Mobile Pay,
ORD13290,C1559,2025-05-09,Downtown,Pastries,Cinnamon Roll,1,3.83,Mobile Pay,4.0
ORD13291,C1312,2025-02-28,Downtown,Espresso Drinks,Espresso Shot,2,4.83,Mobile Pay,
ORD13292,C1614,2025-11-03,University Ave,Pastries,Croissant,1,2.53,Card,
ORD13293,C1005,2025-04-27,Riverside,Pastries,Croissant,2,3.78,Card,
ORD13294,C1281,2025-04-14,Downtown,Espresso Drinks,Latte,1,4.84,Mobile Pay,
ORD13295,C1058,2025-12-17,Riverside,Pastries,Cinnamon Roll,1,2.81,Mobile Pay,
ORD13296,C1567,2025-07-04,University Ave,Espresso Drinks,Americano,2,4.45,Mobile Pay,4.0
ORD13297,C1511,2025-08-15,Downtown,Espresso Drinks,Flat White,3,4.85,Mobile Pay,
ORD13298,C1273,2025-03-31,University Ave,Espresso Drinks,Americano,1,5.55,Gift Card,
ORD13299,C1198,2025-04-12,Riverside,Espresso Drinks,Americano,2,4.19,Mobile Pay,5.0
ORD13300,C1573,2025-09-23,University Ave,Food,Avocado Toast,1,6.37,Mobile Pay,4.0
ORD13301,C1467,2025-06-14,Riverside,Brewed Coffee,Cold Brew,1,2.85,Card,
ORD13302,C1403,2025-02-23,Downtown,Food,Bagel,2,6.3,Cash,
ORD13303,C1411,2025-11-01,Riverside,Espresso Drinks,Americano,2,5.27,Card,
ORD13304,C1019,2025-05-27,Downtown,Tea,Green Tea,1,3.93,Mobile Pay,5.0
ORD13305,C1073,2025-09-01,Downtown,Brewed Coffee,Pour Over,3,4.05,Mobile Pay,5.0
ORD13306,C1088,2025-05-05,University Ave,Espresso Drinks,Americano,3,5.31,Mobile Pay,
ORD13307,C1394,2025-07-24,Riverside,Food,Breakfast Sandwich,3,7.77,Card,
ORD13308,C1542,2025-10-10,Downtown,Espresso Drinks,Cappuccino,1,4.59,Gift Card,
ORD13309,C1623,2025-11-19,Riverside,Espresso Drinks,Latte,1,4.92,Mobile Pay,4.0
ORD13310,C1641,2025-03-17,University Ave,Pastries,Scone,1,2.83,Cash,
ORD13311,C1576,2025-09-02,Riverside,Pastries,Croissant,2,2.81,Mobile Pay,4.0
ORD13312,C1499,2025-11-29,University Ave,Food,Bagel,2,5.61,Mobile Pay,
ORD13313,C1053,2025-08-22,Downtown,Pastries,Croissant,1,3.27,Card,3.0
ORD13314,C1408,2025-02-22,Downtown,Espresso Drinks,Americano,1,4.3,Card,3.0
ORD13315,C1552,2025-03-11,University Ave,Tea,Herbal Tea,3,4.08,Card,
ORD13316,C1092,2025-03-15,University Ave,Brewed Coffee,Drip Coffee,1,4.11,Card,
ORD13317,C1303,2025-02-08,University Ave,Espresso Drinks,Espresso Shot,1,4.9,Gift Card,
ORD13318,C1062,2025-10-02,University Ave,Espresso Drinks,Espresso Shot,3,3.76,Card,3.0
ORD13319,C1312,2025-12-18,Downtown,Espresso Drinks,Americano,3,4.64,Card,
ORD13320,C1132,2025-07-08,Riverside,Food,Bagel,1,7.13,Card,5.0
ORD13321,C1641,2025-08-06,University Ave,Espresso Drinks,Americano,1,5.73,Card,
ORD13322,C1458,2025-10-09,university ave,Espresso Drinks,Latte,2,5.04,Mobile Pay,
ORD13323,C1531,2025-06-01,Downtown,Food,Bagel,3,6.26,Mobile Pay,
ORD13324,C1390,2025-06-21,Riverside,Brewed Coffee,Drip Coffee,2,3.92,Mobile Pay,2.0
ORD13325,C1212,2025-08-03,Riverside,Espresso Drinks,Espresso Shot,1,5.53,Gift Card,5.0
ORD13326,C1637,2025-04-21,Riverside,Pastries,Scone,3,3.57,Card,
ORD13327,C1111,2025-01-23,University Ave,Brewed Coffee,Drip Coffee,2,3.0,Card,
ORD13328,C1389,2025-07-26,University Ave,Tea,Herbal Tea,1,4.64,Mobile Pay,4.0
ORD13329,C1356,2025-10-27,university ave,Espresso Drinks,Flat White,2,4.53,Card,3.0
ORD13330,C1561,2025-01-27,Downtown,Espresso Drinks,Flat White,2,5.36,Mobile Pay,4.0
ORD13331,C1160,2025-03-20,downtown,Brewed Coffee,Drip Coffee,2,3.86,Card,4.0
ORD13332,C1382,2025-04-06,Riverside,Pastries,Croissant,2,2.65,Card,5.0
ORD13333,C1362,2025-10-20,Riverside,Food,Avocado Toast,3,6.96,Card,4.0
ORD13334,C1370,2025-07-03,Riverside,Brewed Coffee,Pour Over,1,3.7,Card,3.0
ORD13335,C1360,2025-07-14,University Ave,Espresso Drinks,Latte,1,5.69,Card,3.0
ORD13336,C1234,2025-08-23,Downtown,Espresso Drinks,Cappuccino,3,5.71,Card,
ORD13337,C1006,2025-04-11,Riverside,Pastries,Cinnamon Roll,1,2.79,Card,
ORD13338,C1136,2025-09-17,Riverside,Espresso Drinks,Flat White,2,4.11,Card,
ORD13339,C1196,2025-01-11,Riverside,Food,Bagel,2,8.32,Card,
ORD13340,C1551,2025-02-11,Downtown,Brewed Coffee,Cold Brew,3,3.16,Card,
ORD13341,C1069,2025-10-24,University Ave,Brewed Coffee,Pour Over,1,3.39,Cash,3.0
ORD13342,C1379,2025-08-28,University Ave,Brewed Coffee,Cold Brew,1,2.94,Gift Card,
ORD13343,C1303,2025-03-06,Downtown,Tea,Chai Latte,1,3.49,Card,
ORD13344,C1281,2025-06-09,Downtown,Food,Breakfast Sandwich,1,8.32,Card,4.0
ORD13345,C1449,2025-01-19,University Ave,Pastries,Cinnamon Roll,1,3.55,Card,
ORD13346,C1513,2025-09-02,Riverside,Pastries,Croissant,1,3.39,Card,5.0
ORD13347,C1424,2025-10-03,Downtown,Tea,Green Tea,2,3.31,Card,4.0
ORD13348,C1249,2025-04-12,University Ave,Espresso Drinks,Americano,1,4.21,Card,
ORD13349,C1183,2025-05-08,Riverside,Espresso Drinks,Latte,2,5.46,Card,
ORD13350,C1137,2025-03-28,Downtown,Espresso Drinks,Espresso Shot,1,5.18,Card,
ORD13351,C1039,2025-05-22,Riverside,Pastries,Cinnamon Roll,3,3.61,Card,3.0
ORD13352,C1320,2025-04-10,Downtown,Espresso Drinks,Flat White,1,4.56,Card,4.0
ORD13353,C1050,2025-03-31,University Ave,Tea,Chai Latte,1,3.32,Card,
ORD13354,C1318,2025-06-06,Riverside,Tea,Herbal Tea,2,3.64,Card,
ORD13355,C1226,2025-11-09,Downtown,Brewed Coffee,Drip Coffee,1,3.96,Card,
ORD13356,C1159,2025-10-05,university ave,Espresso Drinks,Cappuccino,1,5.12,Card,
ORD13357,C1635,2025-04-19,downtown,Pastries,Cinnamon Roll,1,4.44,Cash,
ORD13358,C1410,2025-12-10,University Ave,Brewed Coffee,Pour Over,2,3.89,Cash,3.0
ORD13359,C1469,2025-03-18,Downtown,Espresso Drinks,Latte,1,5.24,Card,3.0
ORD13360,C1554,2025-11-28,University Ave,Espresso Drinks,Flat White,1,5.03,Card,4.0
ORD13361,C1498,2025-04-23,University Ave,Pastries,Muffin,1,4.36,Mobile Pay,3.0
ORD13362,C1067,2025-07-16,Downtown,Food,Bagel,2,7.76,Card,
ORD13363,C1645,2025-03-15,Downtown,Pastries,Cinnamon Roll,2,3.31,Card,3.0
ORD13364,C1634,2025-10-05,University Ave,Brewed Coffee,Cold Brew,2,3.13,Card,4.0
ORD13365,C1066,2025-04-26,Downtown,Pastries,Muffin,1,2.73,Mobile Pay,5.0
ORD13366,C1229,2025-11-14,Downtown,Tea,Green Tea,1,4.27,Mobile Pay,
ORD13367,C1534,2025-01-31,Riverside,Pastries,Scone,1,4.25,Mobile Pay,4.0
ORD13368,C1439,2025-07-02,Riverside,Pastries,Cinnamon Roll,3,3.68,Card,3.0
ORD13369,C1052,2025-02-27,Downtown,Food,Breakfast Sandwich,3,7.36,Card,
ORD13370,C1412,2025-11-20,University Ave,Espresso Drinks,Latte,1,4.26,Card,2.0
