order_id,customer_id,order_date,store_location,category,item,quantity,unit_price,payment_method,satisfaction_rating,total_amount,month,day_of_week
ORD12891,C1257,2025-10-14,Downtown,Brewed Coffee,Cold Brew,1,2.86,Mobile Pay,,2.86,October,Tuesday
ORD12892,C1516,2025-09-18,Downtown,Pastries,Croissant,1,3.82,Mobile Pay,,3.82,September,Thursday
ORD12893,C1109,2025-01-21,Downtown,Brewed Coffee,Cold Brew,1,4.18,Cash,,4.18,January,Tuesday
ORD12894,C1362,2025-01-24,Riverside,Brewed Coffee,Drip Coffee,2,3.6,Card,5.0,7.2,January,Friday
ORD12895,C1250,2025-11-06,Downtown,Brewed Coffee,Cold Brew,2,2.81,Card,,5.62,November,Thursday
ORD12896,C1097,2025-04-14,Downtown,Pastries,Muffin,2,3.13,Mobile Pay,,6.26,April,Monday
ORD12897,C1618,2025-11-10,Downtown,Pastries,Muffin,2,3.3,Card,1.0,6.6,November,Monday
ORD12898,C1226,2025-07-01,University Ave,Espresso Drinks,Americano,2,3.9,Mobile Pay,,7.8,July,Tuesday
ORD12899,C1598,2025-05-05,Riverside,Tea,Green Tea,1,3.69,Mobile Pay,,3.69,May,Monday
ORD12900,C1478,2025-04-10,Downtown,Espresso Drinks,Cappuccino,2,4.79,Card,,9.58,April,Thursday
ORD12901,C1509,2025-08-28,Downtown,Tea,Herbal Tea,2,4.7,Card,5.0,9.4,August,Thursday
ORD12902,C1587,2025-02-09,Riverside,Espresso Drinks,Espresso Shot,1,5.43,Card,5.0,5.43,February,Sunday
ORD12903,C1164,2025-05-27,Downtown,Pastries,Cinnamon Roll,1,3.73,Card,3.0,3.73,May,Tuesday
ORD12904,C1015,2025-05-06,Downtown,Pastries,Croissant,1,3.7,Card,,3.7,May,Tuesday
ORD12905,C1209,2025-02-26,Riverside,Espresso Drinks,Latte,1,5.04,Mobile Pay,3.0,5.04,February,Wednesday
ORD12906,C1195,2025-05-09,Downtown,Food,Breakfast Sandwich,1,8.25,Card,,8.25,May,Friday
ORD12907,C1082,2025-07-12,Downtown,Pastries,Muffin,2,2.89,Card,,5.78,July,Saturday
ORD12908,C1163,2025-09-04,Downtown,Food,Breakfast Sandwich,2,8.01,Mobile Pay,,16.02,September,Thursday
ORD12909,C1310,2025-02-01,Downtown,Food,Bagel,1,7.82,Card,3.0,7.82,February,Saturday
ORD12910,C1173,2025-11-14,University Ave,Pastries,Croissant,1,3.53,Cash,,3.53,November,Friday
ORD12911,C1621,2025-11-16,Riverside,Tea,Green Tea,2,4.03,Mobile Pay,4.0,8.06,November,Sunday
ORD12912,C1413,2025-09-09,Downtown,Espresso Drinks,Americano,2,5.58,Gift Card,,11.16,September,Tuesday
ORD12913,C1545,2025-12-03,University Ave,Brewed Coffee,Pour Over,1,2.91,Mobile Pay,4.0,2.91,December,Wednesday
ORD12914,C1556,2025-06-05,University Ave,Pastries,Cinnamon Roll,1,2.75,Card,5.0,2.75,June,Thursday
ORD12915,C1594,2025-10-27,Riverside,Food,Bagel,1,7.59,Gift Card,4.0,7.59,October,Monday
ORD12916,C1502,2025-09-22,Downtown,Brewed Coffee,Pour Over,1,2.76,Cash,,2.76,September,Monday
ORD12917,C1088,2025-07-24,Downtown,Pastries,Croissant,1,3.08,Mobile Pay,,3.08,July,Thursday
ORD12918,C1544,2025-03-07,Downtown,Pastries,Scone,1,2.78,Card,5.0,2.78,March,Friday
ORD12919,C1578,2025-07-22,University Ave,Food,Avocado Toast,1,8.06,Cash,5.0,8.06,July,Tuesday
ORD12920,C1402,2025-11-25,University Ave,Food,Breakfast Sandwich,3,8.26,Gift Card,5.0,24.78,November,Tuesday
ORD12921,C1449,2025-12-25,Downtown,Tea,Green Tea,1,4.66,Card,,4.66,December,Thursday
ORD12922,C1078,2025-06-13,Riverside,Food,Avocado Toast,2,8.17,Mobile Pay,4.0,16.34,June,Friday
ORD12923,C1108,2025-04-01,Downtown,Tea,Chai Latte,1,3.29,Mobile Pay,,3.29,April,Tuesday
ORD12924,C1348,2025-09-30,Downtown,Brewed Coffee,Pour Over,1,3.32,Card,3.0,3.32,September,Tuesday
ORD12925,C1431,2025-01-28,Riverside,Espresso Drinks,Latte,2,3.88,Mobile Pay,,7.76,January,Tuesday
ORD12926,C1471,2025-02-24,Downtown,Brewed Coffee,Pour Over,2,3.6,Cash,,7.2,February,Monday
ORD12927,C1514,2025-07-24,University Ave,Espresso Drinks,Flat White,1,4.46,Card,,4.46,July,Thursday
ORD12928,C1621,2025-12-27,Riverside,Espresso Drinks,Flat White,1,3.84,Card,3.0,3.84,December,Saturday
ORD12929,C1154,2025-04-30,Downtown,Pastries,Muffin,2,2.69,Mobile Pay,,5.38,April,Wednesday
ORD12930,C1378,2025-06-11,University Ave,Tea,Green Tea,1,4.23,Mobile Pay,4.0,4.23,June,Wednesday
ORD12931,C1347,2025-04-28,University Ave,Tea,Herbal Tea,2,4.62,Cash,,9.24,April,Monday
ORD12932,C1363,2025-06-10,Riverside,Brewed Coffee,Cold Brew,2,2.99,Card,,5.98,June,Tuesday
ORD12933,C1551,2025-01-03,Riverside,Tea,Herbal Tea,2,3.43,Cash,,6.86,January,Friday
ORD12934,C1427,2025-08-05,University Ave,Tea,Chai Latte,2,4.64,Card,,9.28,August,Tuesday
ORD12935,C1514,2025-08-06,Riverside,Tea,Chai Latte,1,3.52,Card,4.0,3.52,August,Wednesday
ORD12936,C1191,2025-04-25,Riverside,Food,Breakfast Sandwich,3,6.88,Card,,20.64,April,Friday
ORD12937,C1053,2025-04-07,University Ave,Brewed Coffee,Cold Brew,1,3.24,Mobile Pay,,3.24,April,Monday
ORD12938,C1536,2025-10-05,Riverside,Espresso Drinks,Flat White,2,4.12,Cash,,8.24,October,Sunday
ORD12939,C1271,2025-03-10,University Ave,Pastries,Scone,3,4.39,Mobile Pay,,13.17,March,Monday
ORD12940,C1040,2025-01-18,Downtown,Espresso Drinks,Flat White,1,4.45,Mobile Pay,5.0,4.45,January,Saturday
ORD12941,C1550,2025-01-15,University Ave,Brewed Coffee,Drip Coffee,1,3.73,Card,,3.73,January,Wednesday
ORD12942,C1453,2025-11-17,Downtown,Espresso Drinks,Flat White,1,5.73,Card,,5.73,November,Monday
ORD12943,C1325,2025-05-13,Riverside,Brewed Coffee,Cold Brew,1,4.16,Card,5.0,4.16,May,Tuesday
ORD12944,C1085,2025-02-07,Downtown,Pastries,Scone,1,3.97,Card,4.0,3.97,February,Friday
ORD12945,C1059,2025-11-16,Downtown,Espresso Drinks,Latte,3,5.46,Mobile Pay,4.0,16.38,November,Sunday
ORD12946,C1483,2025-02-24,Riverside,Pastries,Scone,1,3.4,Card,,3.4,February,Monday
ORD12947,C1604,2025-05-03,Downtown,Pastries,Croissant,1,3.65,Card,,3.65,May,Saturday
ORD12948,C1094,2025-01-08,Riverside,Brewed Coffee,Drip Coffee,1,3.65,Mobile Pay,3.0,3.65,January,Wednesday
ORD12949,C1615,2025-09-05,Riverside,Espresso Drinks,Flat White,2,5.02,Card,,10.04,September,Friday
ORD12950,C1160,2025-09-12,Downtown,Brewed Coffee,Drip Coffee,3,4.17,Mobile Pay,4.0,12.51,September,Friday
ORD12951,C1182,2025-10-03,Downtown,Pastries,Cinnamon Roll,1,2.54,Mobile Pay,,2.54,October,Friday
ORD12952,C1214,2025-04-06,University Ave,Food,Avocado Toast,1,8.27,Card,,8.27,April,Sunday
ORD12953,C1558,2025-04-30,University Ave,Tea,Green Tea,1,4.63,Card,,4.63,April,Wednesday
ORD12954,C1260,2025-12-08,Downtown,Espresso Drinks,Latte,2,4.24,Gift Card,,8.48,December,Monday
ORD12955,C1318,2025-10-27,University Ave,Espresso Drinks,Cappuccino,1,3.93,Card,4.0,3.93,October,Monday
ORD12956,C1222,2025-01-14,Riverside,Brewed Coffee,Cold Brew,1,3.53,Card,,3.53,January,Tuesday
ORD12957,C1320,2025-09-09,Riverside,Brewed Coffee,Pour Over,1,2.86,Card,,2.86,September,Tuesday
ORD12958,C1518,2025-10-23,Downtown,Food,Avocado Toast,1,6.74,Mobile Pay,,6.74,October,Thursday
ORD12959,C1360,2025-07-23,University Ave,Espresso Drinks,Cappuccino,2,5.68,Card,,11.36,July,Wednesday
ORD12960,C1032,2025-08-21,Riverside,Tea,Green Tea,1,4.2,Gift Card,5.0,4.2,August,Thursday
ORD12961,C1180,2025-01-01,Riverside,Espresso Drinks,Cappuccino,2,4.73,Mobile Pay,5.0,9.46,January,Wednesday
ORD12962,C1246,2025-01-11,Downtown,Pastries,Cinnamon Roll,2,4.18,Mobile Pay,3.0,8.36,January,Saturday
ORD12963,C1568,2025-01-13,Riverside,Espresso Drinks,Espresso Shot,1,4.85,Mobile Pay,5.0,4.85,January,Monday
ORD12964,C1150,2025-02-27,Downtown,Espresso Drinks,Americano,1,4.66,Mobile Pay,,4.66,February,Thursday
ORD12965,C1334,2025-12-27,Riverside,Espresso Drinks,Flat White,2,4.84,Mobile Pay,3.0,9.68,December,Saturday
ORD12966,C1434,2025-08-19,Riverside,Espresso Drinks,Flat White,2,5.63,Cash,,11.26,August,Tuesday
ORD12967,C1253,2025-10-12,Downtown,Pastries,Muffin,2,3.98,Card,,7.96,October,Sunday
ORD12968,C1571,2025-04-18,Downtown,Pastries,Scone,1,4.02,Card,4.0,4.02,April,Friday
ORD12969,C1066,2025-12-08,University Ave,Tea,Herbal Tea,1,4.08,Card,,4.08,December,Monday
ORD12970,C1545,2025-03-14,Riverside,Espresso Drinks,Flat White,3,5.75,Cash,,17.25,March,Friday
ORD12971,C1572,2025-11-25,Downtown,Espresso Drinks,Cappuccino,1,5.31,Card,4.0,5.31,November,Tuesday
ORD12972,C1055,2025-01-12,Downtown,Brewed Coffee,Drip Coffee,3,3.27,Card,4.0,9.81,January,Sunday
ORD12973,C1591,2025-01-08,Riverside,Espresso Drinks,Cappuccino,2,4.38,Cash,,8.76,January,Wednesday
ORD12974,C1174,2025-01-29,University Ave,Espresso Drinks,Espresso Shot,3,4.26,Card,4.0,12.78,January,Wednesday
ORD12975,C1394,2025-10-16,Downtown,Food,Bagel,1,7.05,Mobile Pay,3.0,7.05,October,Thursday
ORD12976,C1523,2025-04-04,Downtown,Espresso Drinks,Americano,1,4.55,Card,5.0,4.55,April,Friday
ORD12977,C1610,2025-06-14,University Ave,Food,Breakfast Sandwich,2,6.18,Card,2.0,12.36,June,Saturday
ORD12978,C1641,2025-06-21,Downtown,Pastries,Scone,1,4.27,Gift Card,,4.27,June,Saturday
ORD12979,C1296,2025-10-15,Downtown,Espresso Drinks,Latte,2,4.02,Mobile Pay,,8.04,October,Wednesday
ORD12980,C1062,2025-05-07,Downtown,Brewed Coffee,Cold Brew,1,3.3,Mobile Pay,5.0,3.3,May,Wednesday
ORD12981,C1070,2025-01-03,Downtown,Brewed Coffee,Cold Brew,3,3.21,Mobile Pay,,9.63,January,Friday
ORD12982,C1062,2025-05-21,Downtown,Brewed Coffee,Drip Coffee,2,3.6,Gift Card,,7.2,May,Wednesday
ORD12983,C1305,2025-04-15,Downtown,Food,Avocado Toast,1,7.33,Mobile Pay,3.0,7.33,April,Tuesday
ORD12984,C1247,2025-09-24,Downtown,Pastries,Croissant,1,4.17,Mobile Pay,,4.17,September,Wednesday
ORD12985,C1587,2025-10-01,University Ave,Pastries,Muffin,1,4.24,Mobile Pay,,4.24,October,Wednesday
ORD12986,C1484,2025-02-03,Riverside,Espresso Drinks,Cappuccino,2,4.38,Cash,,8.76,February,Monday
ORD12987,C1438,2025-10-16,Downtown,Pastries,Scone,1,3.8,Mobile Pay,,3.8,October,Thursday
ORD12988,C1296,2025-01-26,University Ave,Food,Breakfast Sandwich,1,5.58,Card,,5.58,January,Sunday
ORD12989,C1505,2025-08-14,Downtown,Pastries,Croissant,1,4.16,Card,4.0,4.16,August,Thursday
ORD12990,C1332,2025-05-22,University Ave,Brewed Coffee,Pour Over,1,3.87,Mobile Pay,5.0,3.87,May,Thursday
ORD12991,C1279,2025-04-20,Riverside,Pastries,Muffin,1,4.17,Card,,4.17,April,Sunday
ORD12992,C1033,2025-06-25,Downtown,Espresso Drinks,Flat White,1,5.15,Card,,5.15,June,Wednesday
ORD12993,C1406,2025-04-23,Downtown,Brewed Coffee,Pour Over,2,3.5,Card,5.0,7.0,April,Wednesday
ORD12994,C1606,2025-10-16,Downtown,Food,Avocado Toast,2,7.49,Cash,5.0,14.98,October,Thursday
ORD12995,C1260,2025-12-18,Downtown,Food,Avocado Toast,1,6.05,Cash,,6.05,December,Thursday
ORD12996,C1148,2025-10-24,University Ave,Tea,Green Tea,2,3.73,Card,3.0,7.46,October,Friday
ORD12997,C1394,2025-06-09,Downtown,Tea,Chai Latte,2,3.45,Cash,,6.9,June,Monday
ORD12998,C1252,2025-07-03,Downtown,Espresso Drinks,Espresso Shot,3,5.02,Cash,,15.06,July,Thursday
ORD12999,C1283,2025-06-12,Downtown,Brewed Coffee,Drip Coffee,1,3.51,Card,,3.51,June,Thursday
ORD13000,C1016,2025-10-16,University Ave,Pastries,Croissant,1,2.65,Card,1.0,2.65,October,Thursday
ORD13001,C1021,2025-07-21,Downtown,Food,Avocado Toast,3,6.95,Card,,20.85,July,Monday
ORD13002,C1373,2025-06-20,Riverside,Espresso Drinks,Espresso Shot,2,5.48,Card,,10.96,June,Friday
ORD13003,C1524,2025-05-30,Riverside,Food,Breakfast Sandwich,1,6.37,Mobile Pay,,6.37,May,Friday
ORD13004,C1584,2025-05-17,Riverside,Brewed Coffee,Cold Brew,3,3.74,Mobile Pay,4.0,11.22,May,Saturday
ORD13005,C1396,2025-07-21,Downtown,Food,Avocado Toast,1,7.45,Card,3.0,7.45,July,Monday
ORD13006,C1274,2025-09-08,University Ave,Espresso Drinks,Latte,2,4.48,Card,,8.96,September,Monday
ORD13007,C1274,2025-06-07,Riverside,Brewed Coffee,Drip Coffee,2,3.37,Card,,6.74,June,Saturday
ORD13008,C1202,2025-10-21,Riverside,Espresso Drinks,Latte,2,4.37,Card,,8.74,October,Tuesday
ORD13009,C1556,2025-10-28,Riverside,Brewed Coffee,Cold Brew,2,3.3,Card,,6.6,October,Tuesday
ORD13010,C1343,2025-06-06,Downtown,Espresso Drinks,Latte,1,4.52,Card,,4.52,June,Friday
ORD13011,C1177,2025-11-27,Riverside,Tea,Herbal Tea,2,3.96,Card,5.0,7.92,November,Thursday
ORD13012,C1086,2025-03-04,University Ave,Espresso Drinks,Cappuccino,1,4.85,Card,5.0,4.85,March,Tuesday
ORD13013,C1304,2025-12-06,University Ave,Brewed Coffee,Pour Over,2,3.38,Card,4.0,6.76,December,Saturday
ORD13014,C1169,2025-04-18,University Ave,Tea,Herbal Tea,2,3.31,Cash,5.0,6.62,April,Friday
ORD13015,C1104,2025-07-25,University Ave,Brewed Coffee,Pour Over,3,2.89,Cash,5.0,8.67,July,Friday
ORD13016,C1639,2025-04-14,University Ave,Espresso Drinks,Americano,1,5.26,Mobile Pay,,5.26,April,Monday
ORD13017,C1498,2025-06-10,University Ave,Espresso Drinks,Latte,1,5.29,Card,,5.29,June,Tuesday
ORD13018,C1516,2025-05-04,Riverside,Pastries,Cinnamon Roll,1,3.98,Mobile Pay,4.0,3.98,May,Sunday
ORD13019,C1401,2025-09-14,Downtown,Food,Breakfast Sandwich,1,6.55,Cash,3.0,6.55,September,Sunday
ORD13020,C1082,2025-01-30,Downtown,Food,Avocado Toast,2,6.39,Gift Card,,12.78,January,Thursday
ORD13021,C1614,2025-11-02,University Ave,Brewed Coffee,Drip Coffee,2,3.44,Card,5.0,6.88,November,Sunday
ORD13022,C1529,2025-11-25,Downtown,Brewed Coffee,Pour Over,2,4.14,Card,4.0,8.28,November,Tuesday
ORD13023,C1161,2025-07-24,Riverside,Brewed Coffee,Pour Over,2,3.16,Mobile Pay,5.0,6.32,July,Thursday
ORD13024,C1525,2025-07-19,Downtown,Pastries,Cinnamon Roll,3,4.14,Card,3.0,12.42,July,Saturday
ORD13025,C1560,2025-09-12,Riverside,Espresso Drinks,Americano,1,5.52,Mobile Pay,,5.52,September,Friday
ORD13026,C1478,2025-03-14,Downtown,Espresso Drinks,Cappuccino,1,4.42,Mobile Pay,,4.42,March,Friday
ORD13027,C1415,2025-09-30,Downtown,Brewed Coffee,Cold Brew,1,3.4,Mobile Pay,3.0,3.4,September,Tuesday
ORD13028,C1424,2025-03-21,University Ave,Espresso Drinks,Latte,2,4.68,Card,5.0,9.36,March,Friday
ORD13029,C1398,2025-09-04,University Ave,Pastries,Scone,1,3.05,Card,4.0,3.05,September,Thursday
ORD13030,C1379,2025-04-22,University Ave,Tea,Herbal Tea,3,4.37,Mobile Pay,5.0,13.11,April,Tuesday
ORD13031,C1228,2025-09-29,Downtown,Food,Breakfast Sandwich,3,5.88,Mobile Pay,,17.64,September,Monday
ORD13032,C1641,2025-10-15,University Ave,Brewed Coffee,Cold Brew,3,2.96,Cash,3.0,8.88,October,Wednesday
ORD13033,C1268,2025-03-17,Downtown,Brewed Coffee,Pour Over,2,3.13,Card,5.0,6.26,March,Monday
ORD13034,C1277,2025-08-13,University Ave,Espresso Drinks,Americano,1,3.91,Cash,,3.91,August,Wednesday
ORD13035,C1606,2025-07-01,Downtown,Tea,Green Tea,1,3.28,Gift Card,,3.28,July,Tuesday
ORD13036,C1098,2025-04-18,Riverside,Pastries,Scone,2,4.01,Mobile Pay,,8.02,April,Friday
ORD13037,C1217,2025-08-03,Riverside,Brewed Coffee,Cold Brew,1,3.71,Cash,,3.71,August,Sunday
ORD13038,C1448,2025-12-28,Riverside,Brewed Coffee,Drip Coffee,2,3.51,Card,5.0,7.02,December,Sunday
ORD13039,C1222,2025-01-01,Downtown,Espresso Drinks,Cappuccino,3,5.7,Mobile Pay,,17.1,January,Wednesday
ORD13040,C1397,2025-12-15,Downtown,Tea,Green Tea,1,4.55,Card,5.0,4.55,December,Monday
ORD13041,C1223,2025-11-08,Downtown,Espresso Drinks,Americano,1,5.12,Mobile Pay,,5.12,November,Saturday
ORD13042,C1064,2025-07-12,University Ave,Brewed Coffee,Cold Brew,3,3.81,Card,5.0,11.43,July,Saturday
ORD13043,C1287,2025-08-11,Riverside,Brewed Coffee,Cold Brew,1,3.49,Cash,4.0,3.49,August,Monday
ORD13044,C1552,2025-05-15,Downtown,Espresso Drinks,Flat White,1,4.92,Card,1.0,4.92,May,Thursday
ORD13045,C1613,2025-02-17,Riverside,Brewed Coffee,Drip Coffee,1,3.44,Card,,3.44,February,Monday
ORD13046,C1217,2025-07-28,Downtown,Pastries,Scone,1,3.88,Mobile Pay,,3.88,July,Monday
ORD13047,C1089,2025-10-25,Riverside,Brewed Coffee,Cold Brew,2,3.37,Mobile Pay,,6.74,October,Saturday
ORD13048,C1408,2025-03-26,Downtown,Espresso Drinks,Cappuccino,2,3.99,Cash,,7.98,March,Wednesday
ORD13049,C1182,2025-09-19,University Ave,Pastries,Muffin,3,3.89,Card,5.0,11.67,September,Friday
ORD13050,C1470,2025-09-30,Downtown,Espresso Drinks,Americano,2,5.44,Mobile Pay,,10.88,September,Tuesday
ORD13051,C1299,2025-10-04,University Ave,Tea,Green Tea,1,4.31,Card,5.0,4.31,October,Saturday
ORD13052,C1188,2025-05-04,Downtown,Espresso Drinks,Cappuccino,1,4.15,Cash,4.0,4.15,May,Sunday
ORD13053,C1192,2025-05-23,University Ave,Espresso Drinks,Latte,3,4.57,Card,4.0,13.71,May,Friday
ORD13054,C1407,2025-06-01,Downtown,Espresso Drinks,Flat White,2,4.47,Card,,8.94,June,Sunday
ORD13055,C1394,2025-11-07,Riverside,Espresso Drinks,Espresso Shot,2,5.51,Mobile Pay,4.0,11.02,November,Friday
ORD13056,C1289,2025-11-24,University Ave,Pastries,Cinnamon Roll,2,4.04,Mobile Pay,3.0,8.08,November,Monday
ORD13057,C1191,2025-05-31,Riverside,Espresso Drinks,Flat White,1,5.02,Card,2.0,5.02,May,Saturday
ORD13058,C1561,2025-12-20,University Ave,Tea,Herbal Tea,1,3.62,Card,3.0,3.62,December,Saturday
ORD13059,C1410,2025-07-27,Riverside,Espresso Drinks,Flat White,1,3.95,Cash,4.0,3.95,July,Sunday
ORD13060,C1027,2025-05-21,Riverside,Pastries,Scone,1,3.36,Card,,3.36,May,Wednesday
ORD13061,C1147,2025-01-01,Downtown,Pastries,Croissant,1,4.07,Mobile Pay,,4.07,January,Wednesday
ORD13062,C1403,2025-08-11,Riverside,Food,Bagel,2,6.29,Card,3.0,12.58,August,Monday
ORD13063,C1076,2025-08-23,Downtown,Espresso Drinks,Cappuccino,2,5.65,Cash,,11.3,August,Saturday
ORD13064,C1338,2025-12-19,Downtown,Food,Bagel,1,8.14,Card,3.0,8.14,December,Friday
ORD13065,C1311,2025-09-19,Riverside,Brewed Coffee,Cold Brew,2,4.11,Mobile Pay,,8.22,September,Friday
ORD13066,C1178,2025-01-11,Riverside,Pastries,Muffin,2,4.29,Cash,,8.58,January,Saturday
ORD13067,C1201,2025-07-26,Downtown,Tea,Herbal Tea,1,3.94,Card,3.0,3.94,July,Saturday
ORD13068,C1208,2025-09-28,Riverside,Pastries,Muffin,2,3.14,Cash,,6.28,September,Sunday
ORD13069,C1464,2025-06-30,University Ave,Pastries,Cinnamon Roll,3,3.22,Card,4.0,9.66,June,Monday
ORD13070,C1134,2025-06-06,Riverside,Espresso Drinks,Americano,1,5.62,Cash,5.0,5.62,June,Friday
ORD13071,C1607,2025-10-22,Downtown,Espresso Drinks,Americano,1,4.49,Card,,4.49,October,Wednesday
ORD13072,C1542,2025-08-11,University Ave,Pastries,Cinnamon Roll,1,3.07,Card,3.0,3.07,August,Monday
ORD13073,C1337,2025-09-06,Riverside,Espresso Drinks,Flat White,1,5.07,Card,,5.07,September,Saturday
ORD13074,C1388,2025-06-18,Downtown,Espresso Drinks,Cappuccino,3,5.2,Cash,,15.6,June,Wednesday
ORD13075,C1109,2025-04-12,Downtown,Brewed Coffee,Drip Coffee,1,3.26,Cash,,3.26,April,Saturday
ORD13076,C1496,2025-07-08,Riverside,Espresso Drinks,Latte,3,4.19,Card,,12.57,July,Tuesday
ORD13077,C1522,2025-12-16,University Ave,Brewed Coffee,Pour Over,3,4.02,Cash,5.0,12.06,December,Tuesday
ORD13078,C1128,2025-08-08,Riverside,Tea,Herbal Tea,1,4.15,Mobile Pay,2.0,4.15,August,Friday
ORD13079,C1533,2025-09-15,University Ave,Espresso Drinks,Latte,2,4.01,Card,3.0,8.02,September,Monday
ORD13080,C1130,2025-02-15,Riverside,Espresso Drinks,Flat White,2,5.22,Card,,10.44,February,Saturday
ORD13081,C1330,2025-12-26,Riverside,Pastries,Croissant,1,3.02,Card,,3.02,December,Friday
ORD13082,C1307,2025-03-31,Downtown,Espresso Drinks,Latte,1,3.91,Gift Card,,3.91,March,Monday
ORD13083,C1256,2025-12-20,Downtown,Pastries,Scone,1,3.33,Mobile Pay,4.0,3.33,December,Saturday
ORD13084,C1636,2025-06-12,Riverside,Espresso Drinks,Espresso Shot,1,3.98,Card,4.0,3.98,June,Thursday
ORD13085,C1387,2025-12-01,Riverside,Pastries,Croissant,1,3.62,Cash,5.0,3.62,December,Monday
ORD13086,C1215,2025-11-21,Downtown,Espresso Drinks,Cappuccino,1,4.08,Card,,4.08,November,Friday
ORD13087,C1562,2025-10-02,University Ave,Brewed Coffee,Cold Brew,1,3.74,Card,,3.74,October,Thursday
ORD13088,C1079,2025-11-30,Riverside,Pastries,Croissant,2,3.15,Mobile Pay,,6.3,November,Sunday
ORD13089,C1063,2025-08-10,University Ave,Espresso Drinks,Flat White,2,5.28,Mobile Pay,,10.56,August,Sunday
ORD13090,C1496,2025-11-05,Riverside,Pastries,Scone,2,3.12,Card,5.0,6.24,November,Wednesday
ORD13091,C1304,2025-03-04,University Ave,Brewed Coffee,Cold Brew,3,3.1,Card,,9.3,March,Tuesday
ORD13092,C1033,2025-01-26,Downtown,Brewed Coffee,Cold Brew,1,2.77,Mobile Pay,5.0,2.77,January,Sunday
ORD13093,C1340,2025-07-17,University Ave,Espresso Drinks,Flat White,3,4.85,Card,,14.55,July,Thursday
ORD13094,C1309,2025-10-22,Riverside,Espresso Drinks,Latte,1,5.52,Card,,5.52,October,Wednesday
ORD13095,C1276,2025-10-06,Downtown,Espresso Drinks,Flat White,2,4.36,Card,4.0,8.72,October,Monday
ORD13096,C1342,2025-07-12,Downtown,Brewed Coffee,Drip Coffee,1,3.35,Mobile Pay,3.0,3.35,July,Saturday
ORD13097,C1366,2025-07-09,Riverside,Espresso Drinks,Espresso Shot,2,3.97,Cash,,7.94,July,Wednesday
ORD13098,C1648,2025-08-10,Downtown,Tea,Green Tea,2,3.77,Cash,,7.54,August,Sunday
ORD13099,C1384,2025-11-13,University Ave,Espresso Drinks,Cappuccino,2,5.13,Card,4.0,10.26,November,Thursday
ORD13100,C1487,2025-11-03,University Ave,Espresso Drinks,Latte,2,5.04,Card,,10.08,November,Monday
ORD13101,C1229,2025-02-09,Riverside,Pastries,Croissant,3,3.15,Cash,,9.45,February,Sunday
ORD13102,C1326,2025-08-05,Riverside,Pastries,Cinnamon Roll,1,2.91,Mobile Pay,5.0,2.91,August,Tuesday
ORD13103,C1560,2025-05-19,Riverside,Brewed Coffee,Drip Coffee,1,3.07,Card,5.0,3.07,May,Monday
ORD13104,C1577,2025-10-18,Riverside,Pastries,Muffin,2,3.39,Mobile Pay,,6.78,October,Saturday
ORD13105,C1568,2025-07-04,University Ave,Pastries,Scone,2,3.36,Card,,6.72,July,Friday
ORD13106,C1193,2025-12-27,Downtown,Food,Bagel,1,8.19,Card,5.0,8.19,December,Saturday
ORD13107,C1607,2025-06-07,University Ave,Tea,Green Tea,1,3.52,Mobile Pay,,3.52,June,Saturday
ORD13108,C1460,2025-09-05,Riverside,Espresso Drinks,Cappuccino,1,3.81,Card,,3.81,September,Friday
ORD13109,C1215,2025-02-09,Riverside,Tea,Herbal Tea,1,4.16,Card,,4.16,February,Sunday
ORD13110,C1525,2025-12-06,University Ave,Espresso Drinks,Flat White,1,5.26,Cash,,5.26,December,Saturday
ORD13111,C1636,2025-02-25,Riverside,Pastries,Croissant,3,4.22,Mobile Pay,4.0,12.66,February,Tuesday
ORD13112,C1050,2025-05-18,Riverside,Brewed Coffee,Cold Brew,3,3.96,Card,4.0,11.88,May,Sunday
ORD13113,C1390,2025-11-01,Riverside,Espresso Drinks,Flat White,2,4.43,Card,4.0,8.86,November,Saturday
ORD13114,C1522,2025-12-19,Downtown,Tea,Green Tea,1,4.33,Card,,4.33,December,Friday
ORD13115,C1313,2025-06-26,Downtown,Pastries,Muffin,2,3.2,Card,5.0,6.4,June,Thursday
ORD13116,C1122,2025-06-26,Riverside,Espresso Drinks,Latte,3,5.4,Card,4.0,16.2,June,Thursday
ORD13117,C1561,2025-01-18,Downtown,Espresso Drinks,Espresso Shot,2,5.69,Cash,5.0,11.38,January,Saturday
ORD13118,C1442,2025-12-23,Downtown,Brewed Coffee,Drip Coffee,3,3.14,Card,4.0,9.42,December,Tuesday
ORD13119,C1108,2025-01-07,Riverside,Espresso Drinks,Espresso Shot,2,5.35,Cash,4.0,10.7,January,Tuesday
ORD13120,C1396,2025-01-10,Downtown,Brewed Coffee,Cold Brew,2,3.88,Card,,7.76,January,Friday
ORD13121,C1543,2025-06-22,Riverside,Brewed Coffee,Cold Brew,2,4.03,Mobile Pay,,8.06,June,Sunday
ORD13122,C1551,2025-01-02,Downtown,Pastries,Cinnamon Roll,1,4.21,Card,5.0,4.21,January,Thursday
ORD13123,C1072,2025-03-01,Downtown,Pastries,Cinnamon Roll,2,4.42,Mobile Pay,,8.84,March,Saturday
ORD13124,C1595,2025-08-17,Downtown,Espresso Drinks,Flat White,1,5.66,Card,3.0,5.66,August,Sunday
